element_type,total_points,gw,prev_total_points,prev_goals_scored,prev_assists,prev_minutes,prev_goals_conceded,prev_creativity,prev_influence,prev_threat,prev_bonus,prev_ict_index,prev_clean_sheets,prev_cards_per_90,prev_points_per_90,prev_season_played,matches,current_total_points,current_goals_scored,current_assists,current_minutes,current_goals_conceded,current_creativity,current_influence,current_threat,current_bonus,current_ict_index,current_clean_sheets,current_cards_per_90,current_points_per_90
1,93,10,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,19,0,1,501,8,41.9,82.4,0.0,1,12.6,1,0.0,3.41
1,93,11,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,20,0,1,556,8,42.8,85.8,2.0,1,13.2,1,0.0,3.24
1,93,12,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,22,0,1,646,9,44.7,96.4,4.0,1,14.7,1,0.0,3.07
1,93,13,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,23,0,1,736,12,51.1,115.8,4.0,1,17.3,1,0.0,2.81
1,93,14,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,34,0,2,826,12,64.4,143.8,6.0,4,21.6,2,0.11,3.7
1,93,15,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,36,0,2,916,13,68.2,154.0,52.0,4,27.6,2,0.1,3.54
1,93,16,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,36,0,2,975,14,79.5,165.2,52.0,4,29.9,2,0.18,3.32
1,93,17,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,33,0,2,1008,17,79.6,165.2,52.0,4,29.9,2,0.27,2.95
1,93,18,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,33,0,2,1008,17,79.6,165.2,52.0,4,29.9,2,0.27,2.95
1,93,19,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,33,0,2,1008,17,79.6,165.2,52.0,4,29.9,2,0.27,2.95
1,93,20,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,2,37,0,2,1188,19,82.5,206.2,87.0,4,37.8,2,0.23,2.8
1,93,21,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,44,0,2,1278,19,87.7,227.2,87.0,5,40.4,3,0.21,3.1
1,93,22,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,44,0,2,1368,21,117.0,238.6,93.0,5,45.1,3,0.26,2.89
1,93,23,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,45,0,2,1458,22,131.9,250.0,95.0,5,47.9,3,0.31,2.78
1,93,24,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,51,0,2,1539,22,133.1,258.6,95.0,5,48.9,4,0.29,2.98
1,93,25,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,57,0,2,1629,22,134.9,272.0,95.0,5,50.4,5,0.28,3.15
1,93,26,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,59,0,2,1719,23,136.1,300.6,95.0,5,53.4,5,0.26,3.09
1,93,27,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,2,63,0,2,1899,25,148.2,325.8,97.0,5,57.4,5,0.24,2.99
1,93,28,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,63,0,2,1989,29,148.7,338.2,99.0,5,58.9,5,0.23,2.85
1,93,29,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,65,0,2,2079,30,176.0,354.6,110.0,5,64.4,5,0.22,2.81
1,93,30,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,67,0,2,2169,31,183.0,370.2,110.0,5,66.7,5,0.21,2.78
1,93,31,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,73,0,2,2259,31,184.0,381.6,110.0,5,67.9,6,0.2,2.91
1,93,32,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,78,0,2,2349,31,197.8,393.4,123.0,5,71.8,7,0.23,2.99
1,93,33,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,79,0,2,2439,33,214.7,410.6,123.0,5,75.2,7,0.22,2.92
1,93,34,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,80,0,2,2529,36,221.5,425.4,129.0,5,78.0,7,0.21,2.85
1,93,35,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,82,0,2,2619,37,227.8,441.4,131.0,5,80.4,7,0.21,2.82
1,93,36,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,90,0,2,2709,37,232.1,465.0,135.0,7,83.6,8,0.2,2.99
1,93,37,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,91,0,2,2799,39,234.0,470.4,135.0,7,84.3,8,0.19,2.93
1,93,38,109.0,0.0,2.0,3101.0,43.0,379.2,610.4,111.0,6.0,110.1,10.0,0.03,3.16,True,1,93,0,2,2889,40,234.0,470.4,135.0,7,84.3,8,0.19,2.9
2,132,1,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,132,2,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,1,0,0,2,0,14.0,2.0,0.0,0,1.6,0,0.0,0.0
2,132,3,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,2,0,0,22,0,15.4,4.2,0.0,0,2.0,0,0.0,0.0
2,132,4,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,3,0,0,38,1,15.4,6.2,0.0,0,2.2,0,0.0,0.0
2,132,5,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,6,0,0,117,1,34.6,13.6,17.0,0,6.6,1,0.0,0.0
2,132,6,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,7,0,0,145,1,52.9,22.8,17.0,0,9.4,1,0.0,0.0
2,132,9,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,9,0,0,235,3,89.1,36.6,21.0,0,14.8,1,0.0,0.0
2,132,10,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,14,0,1,319,4,132.4,70.4,30.0,1,23.4,1,0.28,3.95
2,132,11,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,15,0,1,344,4,132.7,70.6,30.0,1,23.5,1,0.26,3.92
2,132,12,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,20,0,2,423,5,199.0,102.2,50.0,1,35.3,1,0.21,4.26
2,132,13,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,22,0,2,484,6,201.2,104.8,87.0,1,39.5,1,0.19,4.09
2,132,14,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,25,0,2,569,6,216.5,117.4,107.0,1,44.3,2,0.16,3.95
2,132,15,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,35,1,2,659,7,263.1,164.4,160.0,4,59.0,2,0.14,4.78
2,132,16,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,37,1,2,749,8,284.7,172.2,162.0,4,62.1,2,0.12,4.45
2,132,17,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,39,1,2,832,11,286.1,176.4,186.0,4,65.1,2,0.11,4.22
2,132,18,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,51,1,4,919,11,327.7,222.2,196.0,7,74.8,3,0.1,4.99
2,132,19,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,53,1,4,991,15,356.1,225.4,216.0,7,80.0,3,0.09,4.81
2,132,20,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,2,64,2,4,1171,17,440.4,290.0,242.0,9,97.5,3,0.08,4.92
2,132,21,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,64,2,4,1196,17,441.0,298.8,242.0,9,98.4,3,0.15,4.82
2,132,22,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,66,2,4,1286,19,494.5,311.4,254.0,9,106.2,3,0.14,4.62
2,132,23,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,68,2,4,1369,20,520.8,328.6,262.0,9,111.4,3,0.13,4.47
2,132,24,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,76,2,5,1448,20,562.5,360.4,273.0,11,119.9,4,0.12,4.72
2,132,25,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,79,2,5,1538,20,593.4,371.4,275.0,11,124.3,5,0.12,4.62
2,132,26,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,81,2,5,1604,21,597.9,378.2,275.0,11,125.4,5,0.11,4.54
2,132,27,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,2,85,2,5,1763,23,644.5,393.6,300.0,11,134.1,5,0.1,4.34
2,132,28,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,87,2,5,1844,27,651.9,400.4,307.0,11,136.2,5,0.1,4.25
2,132,29,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,89,2,5,1934,28,698.7,416.0,321.0,11,143.8,5,0.09,4.14
2,132,30,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,103,2,8,2024,29,782.2,490.2,338.0,14,161.3,5,0.09,4.58
2,132,31,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,106,2,8,2114,29,795.5,501.4,341.0,14,164.1,6,0.09,4.51
2,132,32,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,109,2,8,2204,29,828.8,513.8,356.0,14,170.2,7,0.08,4.45
2,132,33,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,111,2,8,2294,31,865.7,526.8,375.0,14,177.1,7,0.08,4.35
2,132,34,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,116,2,9,2384,34,890.6,557.4,393.0,14,184.5,7,0.08,4.38
2,132,35,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,118,2,9,2474,35,925.9,569.6,410.0,14,191.0,7,0.07,4.29
2,132,36,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,124,2,10,2564,35,993.4,601.0,451.0,14,205.0,8,0.07,4.35
2,132,37,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,126,2,10,2654,37,1014.6,606.6,462.0,14,208.8,8,0.07,4.27
2,132,38,73.0,2.0,6.0,1127.0,14.0,389.0,308.2,269.0,8.0,96.5,4.0,0.32,5.83,True,1,132,2,11,2743,38,1014.6,606.6,462.0,15,208.8,8,0.07,4.33
2,0,1,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,2,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,3,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,4,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,5,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,6,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,9,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,10,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,11,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,12,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,13,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,14,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,15,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,16,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,17,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,18,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,19,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,20,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,21,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,22,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,23,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,24,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,25,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,26,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,27,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,28,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,29,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,30,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,31,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,32,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,33,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,34,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,35,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,36,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,37,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,0,38,4.0,0.0,0.0,79.0,0.0,5.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,True,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
2,3,1,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,2,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,3,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,4,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,5,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,6,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,9,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,10,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,11,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,12,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,1,0,0,4,0,0.5,1.2,0.0,0,0.2,0,0.0,0.0
2,3,13,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,2,0,0,19,1,0.6,3.2,0.0,0,0.4,0,0.0,0.0
2,3,14,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,2,0,0,19,1,0.6,3.2,0.0,0,0.4,0,0.0,0.0
2,3,15,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,2,0,0,19,1,0.6,3.2,0.0,0,0.4,0,0.0,0.0
2,3,16,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,17,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,18,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,19,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,20,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,2,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,21,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,22,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,23,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,24,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,25,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,26,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,27,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,2,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,28,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,29,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,30,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,31,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,32,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,33,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,34,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,35,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,36,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
2,3,37,58.48,1.97,1.77,1367.4,20.7,197.13,299.99,232.54,4.74,72.93,4.58,0.13,2.94,False,1,3,0,0,31,1,0.9,3.4,4.0,0,0.9,0,0.0,0.0
